央视节目,#genre#
NewTV超级体育,http://cmcc.itv.tv/PLTV/88888888/224/3221225715/index.m3u8$移动
NewTV超级电影,http://cmcc.itv.tv/PLTV/88888888/224/3221225717/index.m3u8$移动
NewTV超级电视剧,http://cmcc.itv.tv/PLTV/88888888/224/3221225716/index.m3u8$移动
NewTV超级综艺,http://cmcc.itv.tv/PLTV/88888888/224/3221225714/index.m3u8$移动
NewTV金牌综艺,http://cmcc.itv.tv/PLTV/88888888/224/3221225666/index.m3u8$移动
NewTV精品萌宠,http://cmcc.itv.tv/PLTV/88888888/224/3221226505/index.m3u8$移动
哒啵赛事,http://cmcc.itv.tv/PLTV/88888888/224/3221225675/index.m3u8$移动
淘电影,http://123.113.238.233:8888/rtp/239.3.1.250:8001$北京联通
淘剧场,http://123.113.238.233:8888/rtp/239.3.1.95:8001$北京联通
淘娱乐,http://123.113.238.233:8888/rtp/239.3.1.100:8001$北京联通
淘Baby,http://123.113.238.233:8888/rtp/239.3.1.238:8001$北京联通
淘精彩,http://123.113.238.233:8888/rtp/239.3.1.178:8001$北京联通
每日影院,http://123.113.238.233:8888/rtp/239.3.1.111:8001$北京联通
星影,http://123.113.238.233:8888/rtp/239.3.1.94:4120$北京联通
动作影院,http://123.113.238.233:8888/rtp/239.3.1.92:4120$北京联通
光影,http://123.113.238.233:8888/rtp/239.3.1.84:4120$北京联通
喜剧影院,http://123.113.238.233:8888/rtp/239.3.1.91:4120$北京联通
家庭影院,http://123.113.238.233:8888/rtp/239.3.1.93:4120$北京联通
精选,http://123.113.238.233:8888/rtp/239.3.1.74:4120$北京联通
经典电影,http://123.113.238.233:8888/rtp/239.3.1.195:9024$北京联通
纪实人文,http://123.113.238.233:8888/rtp/239.3.1.212:8060$北京联通
金鹰纪实,http://123.113.238.233:8888/rtp/239.3.1.58:8156$北京联通
地理,http://123.113.238.233:8888/rtp/239.3.1.71:4120$北京联通
幸福剧场,http://123.113.238.233:8888/rtp/239.3.1.112:8001$北京联通
幸福娱乐,http://123.113.238.233:8888/rtp/239.3.1.113:8001$北京联通
萌宠TV,http://123.113.238.233:8888/rtp/239.3.1.102:8001$北京联通
中国交通,http://123.113.238.233:8888/rtp/239.3.1.188:8001$北京联通
睛彩竞技,http://123.113.238.233:8888/rtp/239.3.1.125:8001$北京联通
睛彩篮球,http://123.113.238.233:8888/rtp/239.3.1.126:8001$北京联通
睛彩羽毛球,http://123.113.238.233:8888/rtp/239.3.1.127:8001$北京联通
睛彩广场舞,http://123.113.238.233:8888/rtp/239.3.1.128:8001$北京联通
茶频道,http://123.113.238.233:8888/rtp/239.3.1.165:8001$北京联通
体育赛事,http://123.113.238.233:8888/rtp/239.3.1.157:8176$北京联通
快乐垂钓,http://123.113.238.233:8888/rtp/239.3.1.164:8001$北京联通
热播剧场,http://123.113.238.233:8888/rtp/239.3.1.194:9020$北京联通
解密,http://123.113.238.233:8888/rtp/239.3.1.75:4120$北京联通
军事,http://123.113.238.233:8888/rtp/239.3.1.76:4120$北京联通
军旅剧场,http://123.113.238.233:8888/rtp/239.3.1.68:4120$北京联通
古装剧场,http://123.113.238.233:8888/rtp/239.3.1.69:4120$北京联通
国学,http://123.113.238.233:8888/rtp/239.3.1.77:4120$北京联通
城市剧场,http://123.113.238.233:8888/rtp/239.3.1.67:4120$北京联通
墨宝,http://123.113.238.233:8888/rtp/239.3.1.83:4120$北京联通
好学生,http://123.113.238.233:8888/rtp/239.3.1.81:4120$北京联通
戏曲,http://123.113.238.233:8888/rtp/239.3.1.78:4120$北京联通
收视指南,http://123.113.238.233:8888/rtp/239.3.1.193:8012$北京联通
早教,http://123.113.238.233:8888/rtp/239.3.1.79:4120$北京联通
武侠剧场,http://123.113.238.233:8888/rtp/239.3.1.90:4120$北京联通
武术,http://123.113.238.233:8888/rtp/239.3.1.87:4120$北京联通
爱生活,http://123.113.238.233:8888/rtp/239.3.1.86:4120$北京联通
美人,http://123.113.238.233:8888/rtp/239.3.1.73:4120$北京联通
美妆,http://123.113.238.233:8888/rtp/239.3.1.72:4120$北京联通
财富天下,http://123.113.238.233:8888/rtp/239.3.1.53:9136$北京联通
足球,http://123.113.238.233:8888/rtp/239.3.1.89:4120$北京联通
台球,http://123.113.238.233:8888/rtp/239.3.1.85:4120$北京联通
高网,http://123.113.238.233:8888/rtp/239.3.1.88:4120$北京联通
鉴赏,http://123.113.238.233:8888/rtp/239.3.1.82:4120$北京联通
音乐现场,http://123.113.238.233:8888/rtp/239.3.1.70:4120$北京联通
魅力时尚,http://123.113.238.233:8888/rtp/239.3.1.196:9012$北京联通
爱上4K[超清],http://123.113.238.233:8888/rtp/239.3.1.236:2000$北京联通
4K超清[超清],http://123.113.238.233:8888/rtp/239.3.1.249:8001$北京联通
淘电影,http://123.113.236.69:8012/rtp/239.3.1.250:8001$北京联通
淘剧场,http://123.113.236.69:8012/rtp/239.3.1.95:8001$北京联通
淘娱乐,http://123.113.236.69:8012/rtp/239.3.1.100:8001$北京联通
淘Baby,http://123.113.236.69:8012/rtp/239.3.1.238:8001$北京联通
淘精彩,http://123.113.236.69:8012/rtp/239.3.1.178:8001$北京联通
每日影院,http://123.113.236.69:8012/rtp/239.3.1.111:8001$北京联通
星影,http://123.113.236.69:8012/rtp/239.3.1.94:4120$北京联通
动作影院,http://123.113.236.69:8012/rtp/239.3.1.92:4120$北京联通
光影,http://123.113.236.69:8012/rtp/239.3.1.84:4120$北京联通
喜剧影院,http://123.113.236.69:8012/rtp/239.3.1.91:4120$北京联通
家庭影院,http://123.113.236.69:8012/rtp/239.3.1.93:4120$北京联通
精选,http://123.113.236.69:8012/rtp/239.3.1.74:4120$北京联通
经典电影,http://123.113.236.69:8012/rtp/239.3.1.195:9024$北京联通
纪实人文,http://123.113.236.69:8012/rtp/239.3.1.212:8060$北京联通
金鹰纪实,http://123.113.236.69:8012/rtp/239.3.1.58:8156$北京联通
地理,http://123.113.236.69:8012/rtp/239.3.1.71:4120$北京联通
幸福剧场,http://123.113.236.69:8012/rtp/239.3.1.112:8001$北京联通
幸福娱乐,http://123.113.236.69:8012/rtp/239.3.1.113:8001$北京联通
萌宠TV,http://123.113.236.69:8012/rtp/239.3.1.102:8001$北京联通
中国交通,http://123.113.236.69:8012/rtp/239.3.1.188:8001$北京联通
睛彩竞技,http://123.113.236.69:8012/rtp/239.3.1.125:8001$北京联通
睛彩篮球,http://123.113.236.69:8012/rtp/239.3.1.126:8001$北京联通
睛彩羽毛球,http://123.113.236.69:8012/rtp/239.3.1.127:8001$北京联通
睛彩广场舞,http://123.113.236.69:8012/rtp/239.3.1.128:8001$北京联通
茶频道,http://123.113.236.69:8012/rtp/239.3.1.165:8001$北京联通
体育赛事,http://123.113.236.69:8012/rtp/239.3.1.157:8176$北京联通
快乐垂钓,http://123.113.236.69:8012/rtp/239.3.1.164:8001$北京联通
热播剧场,http://123.113.236.69:8012/rtp/239.3.1.194:9020$北京联通
解密,http://123.113.236.69:8012/rtp/239.3.1.75:4120$北京联通
军事,http://123.113.236.69:8012/rtp/239.3.1.76:4120$北京联通
军旅剧场,http://123.113.236.69:8012/rtp/239.3.1.68:4120$北京联通
古装剧场,http://123.113.236.69:8012/rtp/239.3.1.69:4120$北京联通
国学,http://123.113.236.69:8012/rtp/239.3.1.77:4120$北京联通
城市剧场,http://123.113.236.69:8012/rtp/239.3.1.67:4120$北京联通
墨宝,http://123.113.236.69:8012/rtp/239.3.1.83:4120$北京联通
好学生,http://123.113.236.69:8012/rtp/239.3.1.81:4120$北京联通
戏曲,http://123.113.236.69:8012/rtp/239.3.1.78:4120$北京联通
收视指南,http://123.113.236.69:8012/rtp/239.3.1.193:8012$北京联通
早教,http://123.113.236.69:8012/rtp/239.3.1.79:4120$北京联通
武侠剧场,http://123.113.236.69:8012/rtp/239.3.1.90:4120$北京联通
武术,http://123.113.236.69:8012/rtp/239.3.1.87:4120$北京联通
爱生活,http://123.113.236.69:8012/rtp/239.3.1.86:4120$北京联通
美人,http://123.113.236.69:8012/rtp/239.3.1.73:4120$北京联通
美妆,http://123.113.236.69:8012/rtp/239.3.1.72:4120$北京联通
财富天下,http://123.113.236.69:8012/rtp/239.3.1.53:9136$北京联通
足球,http://123.113.236.69:8012/rtp/239.3.1.89:4120$北京联通
台球,http://123.113.236.69:8012/rtp/239.3.1.85:4120$北京联通
高网,http://123.113.236.69:8012/rtp/239.3.1.88:4120$北京联通
鉴赏,http://123.113.236.69:8012/rtp/239.3.1.82:4120$北京联通
音乐现场,http://123.113.236.69:8012/rtp/239.3.1.70:4120$北京联通
魅力时尚,http://123.113.236.69:8012/rtp/239.3.1.196:9012$北京联通
爱上4K[超清],http://123.113.236.69:8012/rtp/239.3.1.236:2000$北京联通
4K超清[超清],http://123.113.236.69:8012/rtp/239.3.1.249:8001$北京联通
中国天气,http://118.81.166.153:8085/rtp/226.0.2.103:8736$山西联通
东方财经,http://118.81.166.153:8085/rtp/226.0.2.76:8520$山西联通HD
乐游,http://118.81.166.153:8085/rtp/226.0.2.77:8528$山西联通HD
游戏风云,http://118.81.166.153:8085/rtp/226.0.2.78:8536$山西联通HD
都市剧场,http://118.81.166.153:8085/rtp/226.0.2.81:8560$山西联通HD
法治天地,http://118.81.166.153:8085/rtp/226.0.2.83:8576$山西联通HD
生活时尚,http://118.81.166.153:8085/rtp/226.0.2.84:8584$山西联通HD
金色学堂,http://118.81.166.153:8085/rtp/226.0.2.182:9368$山西联通HD
重庆汽摩,http://118.81.166.153:8085/rtp/226.0.2.95:8672$山西联通
茶频道,http://118.81.166.153:8085/rtp/226.0.2.213:9616$山西联通HD
快乐垂钓,http://118.81.166.153:8085/rtp/226.0.2.214:9624$山西联通HD
书画频道,http://118.81.166.153:8085/rtp/226.0.2.102:8728$山西联通
环球奇观,http://118.81.166.153:8085/rtp/226.0.2.111:8800$山西联通
老故事,http://118.81.166.153:8085/rtp/226.0.2.112:8808$山西联通
优优宝贝,http://118.81.166.153:8085/rtp/226.0.2.119:8864$山西联通
生态环境,http://118.81.166.153:8085/rtp/226.0.2.120:8872$山西联通
先锋乒羽,http://118.81.166.153:8085/rtp/226.0.2.121:8880$山西联通
四海钓鱼,http://118.81.166.153:8085/rtp/226.0.2.123:8896$山西联通
天下收藏,http://118.81.166.153:8085/rtp/226.0.2.124:8904$山西联通
车迷频道,http://118.81.166.153:8085/rtp/226.0.2.138:9016$山西联通
上海纪实,http://118.81.166.153:8085/rtp/226.0.2.193:9456$山西联通
金鹰纪实,http://118.81.166.153:8085/rtp/226.0.2.194:9464$山西联通
环球旅游,http://118.81.166.153:8085/rtp/226.0.2.127:8928$山西联通
中华特产,http://118.81.166.153:8085/rtp/226.0.2.128:8936$山西联通
九屏测试,http://118.81.166.153:8085/rtp/226.0.2.197:9488$山西联通
中国天气,http://118.81.166.153:8083/rtp/226.0.2.103:8736$山西联通
东方财经,http://118.81.166.153:8083/rtp/226.0.2.76:8520$山西联通HD
乐游,http://118.81.166.153:8083/rtp/226.0.2.77:8528$山西联通HD
游戏风云,http://118.81.166.153:8083/rtp/226.0.2.78:8536$山西联通HD
都市剧场,http://118.81.166.153:8083/rtp/226.0.2.81:8560$山西联通HD
法治天地,http://118.81.166.153:8083/rtp/226.0.2.83:8576$山西联通HD
生活时尚,http://118.81.166.153:8083/rtp/226.0.2.84:8584$山西联通HD
金色学堂,http://118.81.166.153:8083/rtp/226.0.2.182:9368$山西联通HD
重庆汽摩,http://118.81.166.153:8083/rtp/226.0.2.95:8672$山西联通
茶频道,http://118.81.166.153:8083/rtp/226.0.2.213:9616$山西联通HD
快乐垂钓,http://118.81.166.153:8083/rtp/226.0.2.214:9624$山西联通HD
书画频道,http://118.81.166.153:8083/rtp/226.0.2.102:8728$山西联通
环球奇观,http://118.81.166.153:8083/rtp/226.0.2.111:8800$山西联通
老故事,http://118.81.166.153:8083/rtp/226.0.2.112:8808$山西联通
优优宝贝,http://118.81.166.153:8083/rtp/226.0.2.119:8864$山西联通
生态环境,http://118.81.166.153:8083/rtp/226.0.2.120:8872$山西联通
先锋乒羽,http://118.81.166.153:8083/rtp/226.0.2.121:8880$山西联通
四海钓鱼,http://118.81.166.153:8083/rtp/226.0.2.123:8896$山西联通
天下收藏,http://118.81.166.153:8083/rtp/226.0.2.124:8904$山西联通
车迷频道,http://118.81.166.153:8083/rtp/226.0.2.138:9016$山西联通
上海纪实,http://118.81.166.153:8083/rtp/226.0.2.193:9456$山西联通
金鹰纪实,http://118.81.166.153:8083/rtp/226.0.2.194:9464$山西联通
环球旅游,http://118.81.166.153:8083/rtp/226.0.2.127:8928$山西联通
中华特产,http://118.81.166.153:8083/rtp/226.0.2.128:8936$山西联通
九屏测试,http://118.81.166.153:8083/rtp/226.0.2.197:9488$山西联通

电视剧轮播,#genre#
宰相刘罗锅,http://yy.itv.tv/yy.php?id=1353892468
雍正王朝,http://yy.itv.tv/yy.php?id=1356043620
康熙微服私访记,http://yy.itv.tv/yy.php?id=1352811698
封神榜,http://yy.itv.tv/yy.php?id=1353426319
新白娘子传奇,http://yy.itv.tv/yy.php?id=1354930969
新白娘子传奇-修复版,http://yy.itv.tv/yy.php?id=1508902755
济公游记,http://yy.itv.tv/yy.php?id=1355265814
赵本山小品,http://yy.itv.tv/yy.php?id=1382683959
盗墓笔记,http://yy.itv.tv/yy.php?id=1355171231
鹿鼎记,http://yy.itv.tv/yy.php?id=28265277
寻秦记,http://yy.itv.tv/yy.php?id=1382749900
钟馗传说,http://yy.itv.tv/yy.php?id=1382736839
红楼梦,http://yy.itv.tv/yy.php?id=1382745084
西游记后传,http://yy.itv.tv/yy.php?id=1353392400
西游记张卫健版,http://yy.itv.tv/yy.php?id=1354936155
仙剑奇侠传,http://yy.itv.tv/yy.php?id=1382749903
武林外传,http://yy.itv.tv/yy.php?id=21092633
包青天,http://yy.itv.tv/yy.php?id=22701868
神探狄仁杰,http://yy.itv.tv/yy.php?id=1351755386
金装四大才子,http://yy.itv.tv/yy.php?id=1354926600
公主嫁到,http://yy.itv.tv/yy.php?id=1382736915
耀舞长安,http://yy.itv.tv/yy.php?id=1382741640
知否知否应是绿肥红瘦,http://yy.itv.tv/yy.php?id=21881901
上海滩,http://yy.itv.tv/yy.php?id=1382745184
大时代,http://yy.itv.tv/yy.php?id=1354930891
法证先锋,http://yy.itv.tv/yy.php?id=1354930965
飞虎之潜行极战,http://yy.itv.tv/yy.php?id=1354932420
放羊的星星,http://yy.itv.tv/yy.php?id=1355260662
天道,http://yy.itv.tv/yy.php?id=1382735574
欢乐颂,http://yy.itv.tv/yy.php?id=1382735624
林正英,http://yy.itv.tv/yy.php?id=1353685311
平凡岁月,http://yy.itv.tv/yy.php?id=1382745117
苦乐村官,http://yy.itv.tv/yy.php?id=1382736864

